"region","category","sub_category","segment","sales","profit","quantity","discount"
"West","Furniture","Furnishings","Consumer","11.032","3.0338",1,"0.2"
"West","Technology","Accessories","Consumer","53.04","-4.641",3,"0.2"
"East","Office Supplies","Art","Home Office","17.12","4.9648",4,"0.0"
"East","Office Supplies","Paper","Home Office","59.94","28.1718",3,"0.0"
"West","Furniture","Furnishings","Corporate","210.58","12.6348",2,"0.0"
"West","Office Supplies","Binders","Corporate","30.96","10.062",2,"0.2"
"West","Technology","Machines","Corporate","239.984","38.9974",2,"0.2"
"East","Office Supplies","Binders","Consumer","3050.376","1143.891",3,"0.2"
"East","Technology","Phones","Consumer","133.98","33.495",2,"0.0"
"South","Office Supplies","Paper","Home Office","93.248","31.4712",4,"0.2"
"South","Technology","Phones","Home Office","177.48","19.9665",3,"0.2"
"East","Office Supplies","Labels","Consumer","17.712","5.9778",6,"0.2"
"East","Office Supplies","Binders","Consumer","4.86","-3.564",3,"0.7"
"East","Office Supplies","Binders","Consumer","6.258","-5.215",2,"0.7"
"East","Office Supplies","Appliances","Corporate","37.68","10.5504",2,"0.0"
"East","Office Supplies","Paper","Corporate","51.84","24.8832",8,"0.0"
"East","Furniture","Furnishings","Corporate","27.42","9.3228",3,"0.0"
"East","Office Supplies","Binders","Corporate","5.4","2.592",3,"0.0"
"South","Office Supplies","Binders","Home Office","1270.99","635.495",1,"0.0"
"South","Office Supplies","Envelopes","Home Office","125.36","58.9192",8,"0.0"
"West","Office Supplies","Storage","Consumer","14.03","4.0687",1,"0.0"
"West","Office Supplies","Supplies","Consumer","27.96","7.2696",2,"0.0"
"Central","Office Supplies","Art","Corporate","5.344","0.7348",2,"0.2"
"Central","Office Supplies","Binders","Corporate","1.696","-2.544",2,"0.8"
"Central","Office Supplies","Appliances","Corporate","24.588","-67.617",3,"0.8"
"Central","Office Supplies","Binders","Corporate","7.98","-13.167",5,"0.8"
"East","Technology","Accessories","Consumer","288.0","57.6",4,"0.2"
"West","Technology","Phones","Home Office","146.952","9.1845",3,"0.2"
"West","Furniture","Chairs","Home Office","83.136","5.196",4,"0.2"
"South","Office Supplies","Appliances","Corporate","942.784","94.2784",4,"0.2"
"South","Office Supplies","Paper","Corporate","74.352","23.235",3,"0.2"
"East","Office Supplies","Appliances","Home Office","26.88","6.72",6,"0.0"
"East","Office Supplies","Binders","Home Office","10.896","3.8136",2,"0.2"
"Central","Office Supplies","Art","Home Office","3.536","0.3094",2,"0.2"
"Central","Furniture","Chairs","Corporate","528.43","0.0",5,"0.3"
"Central","Office Supplies","Paper","Corporate","41.472","14.5152",8,"0.2"
"East","Furniture","Bookcases","Corporate","287.976","7.1994",3,"0.2"
"West","Office Supplies","Storage","Consumer","29.304","2.5641",3,"0.2"
"Central","Office Supplies","Art","Corporate","55.328","6.2244",2,"0.2"
"Central","Furniture","Bookcases","Corporate","1227.9984","-36.1176",6,"0.32"
"West","Office Supplies","Binders","Corporate","20.416","6.6352",4,"0.2"
"West","Furniture","Tables","Corporate","1128.39","259.5297",3,"0.0"
"South","Office Supplies","Labels","Home Office","4.608","1.6704",2,"0.2"
"West","Technology","Phones","Corporate","195.96","19.596",5,"0.2"
"West","Office Supplies","Paper","Corporate","15.552","5.4432",3,"0.2"
"West","Technology","Accessories","Corporate","271.968","54.3936",4,"0.2"
"South","Furniture","Chairs","Consumer","698.352","52.3764",3,"0.2"
"South","Furniture","Bookcases","Consumer","77.728","-3.8864",2,"0.2"
"South","Office Supplies","Binders","Corporate","46.62","21.4452",9,"0.0"
"Central","Technology","Phones","Consumer","537.544","47.0351",7,"0.2"
"West","Office Supplies","Labels","Corporate","14.62","6.8714",2,"0.0"
"West","Office Supplies","Fasteners","Corporate","22.55","8.7945",5,"0.0"
"West","Technology","Phones","Corporate","583.8","72.975",5,"0.2"
"West","Technology","Phones","Corporate","211.168","15.8376",4,"0.2"
"West","Office Supplies","Paper","Consumer","12.96","6.2208",2,"0.0"
"West","Office Supplies","Art","Consumer","45.98","12.8744",2,"0.0"
"East","Technology","Phones","Home Office","1294.75","336.635",5,"0.0"
"East","Technology","Copiers","Consumer","1799.97","239.996",5,"0.4"
"Central","Office Supplies","Paper","Corporate","10.688","3.7408",2,"0.2"
"Central","Technology","Phones","Consumer","221.98","62.1544",2,"0.0"
"Central","Furniture","Bookcases","Consumer","341.96","54.7136",2,"0.0"
"East","Technology","Accessories","Corporate","34.77","11.4741",3,"0.0"
"East","Office Supplies","Labels","Corporate","18.9","8.694",3,"0.0"
"West","Office Supplies","Binders","Consumer","102.72","37.236",3,"0.2"
"East","Furniture","Furnishings","Corporate","40.48","14.5728",2,"0.0"
"East","Office Supplies","Binders","Consumer","33.282","-27.735",3,"0.7"
"East","Technology","Phones","Consumer","118.65","19.775",5,"0.4"
"East","Office Supplies","Labels","Consumer","14.76","4.9815",5,"0.2"
"West","Office Supplies","Paper","Corporate","37.52","18.0096",4,"0.0"
"Central","Office Supplies","Appliances","Corporate","207.144","48.3336",3,"0.1"
"Central","Office Supplies","Art","Corporate","13.9","3.753",5,"0.0"
"West","Furniture","Chairs","Corporate","266.352","13.3176",3,"0.2"
"East","Technology","Phones","Consumer","307.98","89.3142",2,"0.0"
"East","Office Supplies","Paper","Consumer","44.1","20.727",6,"0.0"
"East","Office Supplies","Art","Consumer","13.12","5.6416",4,"0.0"
"East","Office Supplies","Envelopes","Consumer","16.56","7.7832",2,"0.0"
"East","Office Supplies","Paper","Consumer","38.88","18.6624",6,"0.0"
"Central","Office Supplies","Paper","Consumer","335.52","117.432",4,"0.2"
"South","Technology","Copiers","Consumer","959.984","311.9948",2,"0.2"
"South","Office Supplies","Binders","Consumer","4.086","-2.9964",2,"0.7"
"South","Office Supplies","Art","Consumer","55.984","4.1988",2,"0.2"
"South","Office Supplies","Paper","Consumer","10.688","3.7408",2,"0.2"
"East","Office Supplies","Envelopes","Consumer","8.856","2.8782",3,"0.2"
"East","Office Supplies","Labels","Consumer","6.912","2.5056",3,"0.2"
"Central","Office Supplies","Paper","Consumer","26.72","9.352",5,"0.2"
"Central","Office Supplies","Paper","Consumer","33.488","10.465",7,"0.2"
"Central","Office Supplies","Paper","Corporate","10.56","4.752",2,"0.0"
"Central","Office Supplies","Storage","Corporate","386.34","54.0876",2,"0.0"
"West","Office Supplies","Binders","Corporate","33.44","11.704",10,"0.2"
"South","Furniture","Furnishings","Home Office","39.96","14.3856",2,"0.0"
"East","Office Supplies","Binders","Consumer","1217.568","456.588",2,"0.2"
"South","Office Supplies","Storage","Home Office","15.51","3.8775",1,"0.0"
"South","Technology","Phones","Home Office","89.9","25.172",2,"0.0"
"South","Office Supplies","Art","Home Office","14.28","3.7128",4,"0.0"
"South","Office Supplies","Art","Home Office","12.72","4.9608",3,"0.0"
"South","Office Supplies","Labels","Home Office","15.75","7.56",5,"0.0"
"West","Office Supplies","Art","Corporate","70.95","18.447",3,"0.0"
"West","Office Supplies","Binders","Corporate","65.568","23.7684",2,"0.2"
"West","Technology","Accessories","Corporate","299.97","131.9868",3,"0.0"
"West","Technology","Accessories","Corporate","89.97","39.5868",3,"0.0"
"West","Technology","Accessories","Corporate","31.86","11.151",2,"0.0"
"Central","Office Supplies","Storage","Corporate","67.15","16.7875",5,"0.0"
"East","Office Supplies","Binders","Consumer","7.236","-6.03",3,"0.7"
"East","Office Supplies","Fasteners","Consumer","4.824","1.7487",3,"0.2"
"East","Office Supplies","Paper","Consumer","91.36","29.692",5,"0.2"
"East","Office Supplies","Appliances","Consumer","130.112","13.0112",2,"0.2"
"South","Technology","Phones","Corporate","74.24","8.352",1,"0.2"
"South","Furniture","Furnishings","Corporate","159.84","45.954",10,"0.2"
"South","Office Supplies","Binders","Corporate","2.892","-2.3136",2,"0.7"
"South","Office Supplies","Paper","Corporate","9.392","3.2872",2,"0.2"
"East","Office Supplies","Paper","Consumer","123.92","55.764",4,"0.0"
"East","Office Supplies","Supplies","Consumer","55.6","6.255",5,"0.2"
"East","Technology","Accessories","Consumer","617.976","-7.7247",3,"0.2"
"West","Office Supplies","Binders","Corporate","21.312","7.992",3,"0.2"
"West","Technology","Accessories","Corporate","209.94","39.8886",6,"0.0"
"West","Technology","Phones","Corporate","31.984","-7.996",2,"0.2"
"West","Office Supplies","Binders","Corporate","5083.96","1906.485",5,"0.2"
"South","Technology","Phones","Home Office","35.96","3.596",1,"0.2"
"East","Office Supplies","Labels","Home Office","31.05","14.904",3,"0.0"
"East","Furniture","Furnishings","Home Office","8.92","3.9248",4,"0.0"
"East","Office Supplies","Binders","Home Office","209.6","96.416",4,"0.0"
"East","Office Supplies","Appliances","Home Office","111.04","29.9808",4,"0.0"
"East","Office Supplies","Paper","Home Office","38.88","18.6624",6,"0.0"
"South","Office Supplies","Appliances","Consumer","36.27","10.881",3,"0.0"
"Central","Furniture","Bookcases","Consumer","493.43","-70.49",5,"0.3"
"Central","Technology","Phones","Consumer","11.12","3.475",2,"0.2"
"West","Technology","Machines","Consumer","686.4","77.22",2,"0.2"
"West","Office Supplies","Binders","Corporate","15.92","5.373",5,"0.2"
"West","Furniture","Furnishings","Corporate","70.68","31.0992",12,"0.0"
"West","Office Supplies","Storage","Corporate","541.24","5.4124",4,"0.0"
"East","Technology","Machines","Consumer","101.994","-71.3958",2,"0.7"
"East","Office Supplies","Binders","Consumer","18.264","-13.3936",2,"0.7"
"Central","Office Supplies","Binders","Consumer","21.99","-32.985",5,"0.8"
"Central","Office Supplies","Supplies","Consumer","185.376","-34.758",2,"0.2"
"Central","Office Supplies","Appliances","Consumer","58.924","-153.2024",1,"0.8"
"East","Technology","Machines","Consumer","480.0","225.6",4,"0.0"
"East","Office Supplies","Storage","Consumer","34.05","9.534",3,"0.0"
"West","Office Supplies","Paper","Corporate","192.72","92.5056",11,"0.0"
"West","Technology","Accessories","Corporate","239.97","86.3892",3,"0.0"
"Central","Technology","Accessories","Home Office","50.12","-0.6265",7,"0.2"
"South","Technology","Phones","Corporate","15.984","1.3986",2,"0.2"
"South","Office Supplies","Paper","Corporate","14.352","4.485",3,"0.2"
"East","Office Supplies","Binders","Corporate","6.528","-4.5696",4,"0.7"
"East","Office Supplies","Binders","Corporate","2.862","-2.2896",3,"0.7"
"East","Office Supplies","Binders","Corporate","20.856","-16.6848",8,"0.7"
"West","Office Supplies","Storage","Corporate","276.28","0.0",2,"0.0"
"West","Furniture","Furnishings","Home Office","629.64","107.0388",9,"0.0"
"Central","Technology","Phones","Home Office","449.97","220.4853",3,"0.0"
"Central","Office Supplies","Appliances","Home Office","1927.59","751.7601",7,"0.0"
"South","Furniture","Chairs","Home Office","121.78","30.445",2,"0.0"
"West","Furniture","Chairs","Home Office","2676.672","267.6672",9,"0.2"
"Central","Furniture","Tables","Consumer","489.23","41.934",2,"0.3"
"West","Furniture","Furnishings","Consumer","312.03","43.6842",3,"0.0"
"West","Office Supplies","Storage","Consumer","17.94","3.0498",3,"0.0"
"West","Technology","Phones","Consumer","165.6","10.35",3,"0.2"
"West","Office Supplies","Paper","Consumer","37.52","18.0096",4,"0.0"
"South","Technology","Phones","Corporate","494.97","148.491",3,"0.0"
"South","Office Supplies","Labels","Corporate","25.06","11.7782",2,"0.0"
"Central","Furniture","Furnishings","Consumer","32.064","-12.8256",3,"0.6"
"Central","Office Supplies","Paper","Consumer","18.496","6.7048",4,"0.2"
"Central","Furniture","Chairs","Consumer","191.079","-38.2158",3,"0.3"
"Central","Office Supplies","Paper","Consumer","10.368","3.6288",2,"0.2"
"East","Office Supplies","Labels","Home Office","30.53","14.0438",1,"0.0"
"East","Technology","Accessories","Home Office","30.84","6.168",3,"0.0"
"East","Office Supplies","Paper","Home Office","75.06","33.777",9,"0.0"
"West","Technology","Phones","Corporate","66.976","6.6976",7,"0.2"
"West","Office Supplies","Paper","Corporate","182.72","84.0512",8,"0.0"
"East","Office Supplies","Labels","Consumer","21.93","10.3071",3,"0.0"
"South","Technology","Accessories","Consumer","95.976","15.5961",3,"0.2"
"South","Technology","Phones","Consumer","143.928","-32.3838",9,"0.2"
"South","Office Supplies","Binders","Consumer","3.564","-2.97",2,"0.7"
"South","Office Supplies","Labels","Consumer","4.928","1.7248",2,"0.2"
"Central","Office Supplies","Storage","Corporate","856.656","107.082",6,"0.2"
"Central","Office Supplies","Binders","Corporate","13.184","-20.4352",4,"0.8"
"Central","Office Supplies","Appliances","Corporate","48.784","-131.7168",4,"0.8"
"Central","Office Supplies","Paper","Corporate","76.64","26.824",2,"0.2"
"Central","Office Supplies","Binders","Corporate","18.528","-27.792",6,"0.8"
"South","Furniture","Furnishings","Corporate","177.68","46.1968",2,"0.0"
"East","Technology","Accessories","Corporate","159.98","57.5928",2,"0.0"
"South","Technology","Phones","Corporate","52.68","19.755",3,"0.2"
"South","Furniture","Furnishings","Corporate","11.568","2.6028",3,"0.2"
"South","Office Supplies","Binders","Consumer","4.572","-3.81",4,"0.7"
"Central","Technology","Phones","Consumer","1439.968","143.9968",4,"0.2"
"Central","Office Supplies","Binders","Consumer","1.728","-2.6784",3,"0.8"
"Central","Furniture","Tables","Consumer","626.1","-538.446",3,"0.5"
"West","Office Supplies","Art","Corporate","99.2","25.792",5,"0.0"
"Central","Furniture","Tables","Consumer","609.98","-113.282",4,"0.3"
"Central","Furniture","Tables","Consumer","211.372","-45.294",2,"0.3"
"Central","Technology","Phones","Consumer","239.976","17.9982",3,"0.2"
"Central","Furniture","Furnishings","Corporate","99.95","22.9885",5,"0.0"
"Central","Technology","Accessories","Corporate","29.34","10.8558",3,"0.0"
"Central","Furniture","Furnishings","Corporate","16.74","4.3524",2,"0.0"
"East","Office Supplies","Paper","Corporate","12.672","3.96",3,"0.2"
"East","Technology","Accessories","Corporate","1119.888","209.979",14,"0.2"
"West","Office Supplies","Art","Consumer","204.85","53.261",5,"0.0"
"West","Technology","Phones","Consumer","135.984","16.998",2,"0.2"
"West","Office Supplies","Art","Consumer","16.4","7.052",5,"0.0"
"West","Office Supplies","Binders","Consumer","92.96","31.374",2,"0.2"
"South","Office Supplies","Supplies","Consumer","7.632","-1.8126",3,"0.2"
"West","Office Supplies","Binders","Consumer","4.158","-3.465",7,"0.7"
"West","Technology","Machines","Consumer","179.991","-251.9874",3,"0.7"
"Central","Furniture","Chairs","Consumer","239.358","-47.8716",3,"0.3"
"West","Office Supplies","Paper","Home Office","164.88","80.7912",3,"0.0"
"West","Office Supplies","Supplies","Corporate","10.95","3.285",3,"0.0"
"East","Office Supplies","Paper","Corporate","19.44","9.3312",3,"0.0"
"East","Office Supplies","Binders","Corporate","12.3","6.15",5,"0.0"
"West","Office Supplies","Appliances","Consumer","13.97","3.6322",1,"0.0"
"South","Furniture","Tables","Consumer","934.956","-249.3216",6,"0.4"
"South","Technology","Accessories","Consumer","46.864","7.6154",2,"0.2"
"South","Office Supplies","Storage","Consumer","26.16","1.962",3,"0.2"
"South","Office Supplies","Art","Consumer","23.128","2.891",7,"0.2"
"South","Office Supplies","Appliances","Consumer","59.24","16.291",5,"0.2"
"South","Furniture","Bookcases","Consumer","155.456","-7.7728",4,"0.2"
"West","Office Supplies","Paper","Corporate","8.56","3.852",2,"0.0"
"South","Furniture","Furnishings","Consumer","21.0","5.775",3,"0.2"
"South","Technology","Machines","Consumer","120.0","-7.2",2,"0.5"
"Central","Technology","Phones","Consumer","299.96","37.495",5,"0.2"
"Central","Office Supplies","Appliances","Consumer","67.84","-179.776",5,"0.8"
"Central","Furniture","Chairs","Consumer","853.93","-24.398",5,"0.3"
"Central","Office Supplies","Art","Consumer","18.688","3.7376",4,"0.2"
"South","Furniture","Furnishings","Consumer","273.96","71.2296",2,"0.0"
"South","Technology","Accessories","Consumer","89.97","18.8937",3,"0.0"
"South","Furniture","Furnishings","Consumer","756.8","75.68",5,"0.0"
"Central","Office Supplies","Binders","Consumer","1.248","-1.9344",2,"0.8"
"East","Technology","Accessories","Home Office","72.0","14.4",1,"0.2"
"East","Furniture","Chairs","Home Office","470.155","-13.433",7,"0.3"
"South","Office Supplies","Storage","Consumer","39.128","-8.8038",1,"0.2"
"East","Office Supplies","Art","Corporate","19.728","1.7262",9,"0.2"
"East","Technology","Phones","Corporate","151.188","-25.198",2,"0.4"
"East","Furniture","Chairs","Consumer","271.764","60.392",2,"0.1"
"East","Technology","Accessories","Consumer","47.496","-1.1874",1,"0.2"
"West","Furniture","Bookcases","Consumer","344.981","28.4102",7,"0.15"
"Central","Office Supplies","Paper","Corporate","36.288","12.7008",7,"0.2"
"Central","Office Supplies","Paper","Corporate","78.304","29.364",2,"0.2"
"Central","Furniture","Tables","Corporate","127.785","-31.0335",1,"0.3"
"Central","Office Supplies","Binders","Corporate","6.104","-9.156",2,"0.8"
"East","Office Supplies","Binders","Corporate","5.76","2.8224",2,"0.0"
"Central","Office Supplies","Binders","Consumer","1.72","-2.838",1,"0.8"
"Central","Office Supplies","Binders","Consumer","8.952","-14.7708",2,"0.8"
"Central","Office Supplies","Appliances","Consumer","2.334","-6.3018",3,"0.8"
"Central","Office Supplies","Binders","Consumer","1.728","-2.7648",4,"0.8"
"Central","Furniture","Furnishings","Consumer","159.04","-194.824",5,"0.6"
"Central","Furniture","Tables","Consumer","145.98","-99.2664",2,"0.5"
"South","Furniture","Furnishings","Consumer","77.952","12.6672",3,"0.2"
"South","Office Supplies","Binders","Consumer","95.97","-73.577",5,"0.7"
"South","Technology","Phones","Consumer","105.584","9.2386",2,"0.2"
"South","Office Supplies","Art","Consumer","9.344","1.168",2,"0.2"
"Central","Furniture","Furnishings","Corporate","9.68","3.7752",2,"0.0"
"Central","Technology","Copiers","Corporate","4899.93","2302.9671",7,"0.0"
"West","Technology","Accessories","Home Office","104.75","21.9975",5,"0.0"
"South","Technology","Accessories","Corporate","18.528","4.4004",2,"0.2"
"South","Furniture","Tables","Corporate","1875.258","-968.8833",7,"0.4"
"South","Office Supplies","Paper","Consumer","91.36","29.692",5,"0.2"
"South","Office Supplies","Appliances","Consumer","152.24","17.127",5,"0.2"
"Central","Technology","Phones","Consumer","35.184","12.3144",2,"0.2"
"Central","Office Supplies","Paper","Consumer","56.704","19.1376",2,"0.2"
"Central","Office Supplies","Paper","Consumer","274.064","102.774",7,"0.2"
"East","Furniture","Chairs","Home Office","458.43","-124.431",5,"0.3"
"West","Office Supplies","Binders","Consumer","8.226","-6.0324",3,"0.7"
"South","Technology","Accessories","Corporate","5.95","0.833",1,"0.0"
"South","Office Supplies","Paper","Corporate","15.24","7.1628",3,"0.0"
"West","Technology","Accessories","Consumer","239.94","26.3934",6,"0.0"
"West","Office Supplies","Art","Consumer","23.84","6.4368",8,"0.0"
"Central","Office Supplies","Storage","Corporate","92.52","24.9804",6,"0.0"
"Central","Office Supplies","Storage","Corporate","37.76","10.5728",1,"0.0"
"Central","Office Supplies","Labels","Corporate","7.38","3.4686",2,"0.0"
"Central","Furniture","Furnishings","Corporate","5.82","2.7354",2,"0.0"
"East","Office Supplies","Paper","Consumer","3.816","1.1925",1,"0.2"
"South","Office Supplies","Binders","Corporate","26.16","12.8184",4,"0.0"
"Central","Technology","Accessories","Home Office","100.8","21.42",2,"0.2"
"East","Furniture","Furnishings","Corporate","135.8","66.542",7,"0.0"
"West","Office Supplies","Art","Corporate","13.9","3.753",5,"0.0"
"West","Office Supplies","Envelopes","Corporate","19.4","9.312",5,"0.0"
"West","Office Supplies","Binders","Corporate","13.488","4.3836",2,"0.2"
"West","Office Supplies","Binders","Corporate","11.416","3.8529",1,"0.2"
"West","Office Supplies","Paper","Consumer","17.64","8.6436",3,"0.0"
"West","Office Supplies","Binders","Consumer","17.04","5.538",3,"0.2"
"South","Technology","Accessories","Consumer","99.98","7.9984",2,"0.0"
"South","Furniture","Furnishings","Consumer","29.46","9.7218",6,"0.0"
"East","Office Supplies","Binders","Corporate","166.92","-116.844",13,"0.7"
"West","Furniture","Furnishings","Home Office","98.328","9.8328",3,"0.2"
"East","Furniture","Chairs","Consumer","117.882","1.3098",1,"0.1"
"East","Technology","Accessories","Corporate","20.97","9.0171",3,"0.0"
"East","Technology","Accessories","Corporate","139.96","9.7972",4,"0.0"
"East","Furniture","Furnishings","Corporate","37.74","12.8316",3,"0.0"
"East","Furniture","Furnishings","Consumer","14.82","6.2244",3,"0.0"
"East","Furniture","Furnishings","Consumer","191.82","61.3824",3,"0.0"
"East","Office Supplies","Binders","Consumer","13.904","4.5188",2,"0.2"
"West","Office Supplies","Appliances","Corporate","314.6","103.818",4,"0.0"
"West","Furniture","Tables","Corporate","283.56","45.3696",4,"0.0"
"Central","Furniture","Chairs","Home Office","487.96","146.388",2,"0.0"
"South","Office Supplies","Binders","Consumer","1793.98","843.1706",2,"0.0"
"Central","Office Supplies","Binders","Consumer","2.992","-4.488",4,"0.8"
"Central","Technology","Accessories","Consumer","108.768","2.7192",4,"0.2"
"East","Office Supplies","Paper","Consumer","25.92","12.4416",4,"0.0"
"East","Office Supplies","Storage","Consumer","22.58","5.8708",2,"0.0"
"Central","Technology","Phones","Consumer","55.176","-12.4146",3,"0.2"
"Central","Office Supplies","Binders","Consumer","9892.74","4946.37",13,"0.0"
"West","Furniture","Tables","Corporate","73.915","-45.8273",1,"0.5"
"South","Furniture","Furnishings","Consumer","337.088","16.8544",4,"0.2"
"West","Office Supplies","Appliances","Corporate","61.44","16.5888",3,"0.0"
"West","Technology","Accessories","Corporate","479.97","163.1898",3,"0.0"
"West","Office Supplies","Binders","Corporate","5.984","2.244",2,"0.2"
"West","Technology","Accessories","Corporate","189.95","45.588",5,"0.0"
"West","Technology","Accessories","Corporate","149.95","31.4895",5,"0.0"
"West","Office Supplies","Art","Corporate","29.95","8.6855",5,"0.0"
"West","Office Supplies","Labels","Corporate","44.4","22.2",3,"0.0"
"East","Office Supplies","Art","Home Office","66.03","17.1678",3,"0.0"
"West","Office Supplies","Paper","Corporate","10.86","5.3214",2,"0.0"
"West","Office Supplies","Art","Corporate","3.36","0.84",2,"0.0"
"West","Office Supplies","Binders","Corporate","27.936","9.4284",4,"0.2"
"West","Technology","Phones","Corporate","28.784","2.8784",2,"0.2"
"West","Office Supplies","Supplies","Consumer","21.96","6.1488",2,"0.0"
"West","Technology","Accessories","Consumer","21.98","8.5722",2,"0.0"
"East","Furniture","Chairs","Home Office","2621.322","553.3902",11,"0.1"
"West","Furniture","Furnishings","Consumer","74.76","23.9232",7,"0.0"
"West","Furniture","Tables","Consumer","364.776","27.3582",3,"0.2"
"West","Furniture","Tables","Corporate","1115.17","334.551",7,"0.0"
"West","Office Supplies","Binders","Corporate","89.696","33.636",4,"0.2"
"West","Office Supplies","Labels","Corporate","50.12","23.5564",4,"0.0"
"East","Office Supplies","Fasteners","Corporate","36.48","18.24",6,"0.0"
"Central","Office Supplies","Paper","Consumer","322.192","100.685",13,"0.2"
"Central","Office Supplies","Binders","Consumer","2.946","-4.8609",3,"0.8"
"Central","Office Supplies","Paper","Consumer","19.136","6.9368",4,"0.2"
"South","Technology","Accessories","Consumer","23.08","6.924",2,"0.0"
"East","Technology","Phones","Consumer","90.48","23.5248",2,"0.0"
"West","Furniture","Chairs","Consumer","215.976","-2.6997",3,"0.2"
"West","Office Supplies","Envelopes","Consumer","65.94","30.9918",3,"0.0"
"East","Furniture","Furnishings","Corporate","11.352","2.6961",3,"0.2"
"Central","Office Supplies","Storage","Home Office","24.56","6.8768",2,"0.0"
"Central","Office Supplies","Envelopes","Consumer","16.56","7.7832",2,"0.0"
"Central","Technology","Accessories","Consumer","279.95","67.188",5,"0.0"
"South","Office Supplies","Storage","Corporate","828.84","0.0",6,"0.0"
"East","Office Supplies","Binders","Consumer","7.218","-5.5338",3,"0.7"
"East","Office Supplies","Supplies","Consumer","27.2","2.04",4,"0.2"
"Central","Technology","Accessories","Corporate","89.97","18.8937",3,"0.0"
"South","Furniture","Furnishings","Consumer","318.08","34.9888",4,"0.0"
"South","Office Supplies","Binders","Consumer","5.8","2.61",1,"0.0"
"West","Technology","Phones","Corporate","143.952","17.994",6,"0.2"
"West","Office Supplies","Paper","Corporate","19.44","9.3312",3,"0.0"
"South","Office Supplies","Art","Consumer","5.56","1.4456",2,"0.0"
"South","Office Supplies","Storage","Corporate","146.73","2.9346",3,"0.0"
"South","Office Supplies","Paper","Corporate","29.9","13.455",5,"0.0"
"West","Office Supplies","Binders","Consumer","276.784","89.9548",2,"0.2"
"Central","Office Supplies","Appliances","Corporate","93.032","-251.1864",2,"0.8"
"Central","Furniture","Chairs","Corporate","454.965","-136.4895",5,"0.3"
"South","Technology","Phones","Corporate","246.168","21.5397",3,"0.2"
"East","Office Supplies","Storage","Consumer","295.4","-62.7725",5,"0.2"
"South","Office Supplies","Storage","Consumer","348.56","104.568",8,"0.0"
"East","Office Supplies","Paper","Corporate","15.552","5.4432",3,"0.2"
"East","Furniture","Bookcases","Corporate","482.94","-376.6932",6,"0.5"
"Central","Technology","Phones","Consumer","299.98","83.9944",2,"0.0"
"Central","Office Supplies","Binders","Consumer","403.68","181.656",6,"0.0"
"Central","Technology","Phones","Consumer","41.9","11.732",2,"0.0"
"Central","Office Supplies","Labels","Consumer","28.91","13.2986",7,"0.0"
"Central","Office Supplies","Paper","Consumer","32.4","15.552",5,"0.0"
"Central","Technology","Phones","Home Office","369.544","27.7158",7,"0.2"
"Central","Office Supplies","Paper","Home Office","10.368","3.7584",2,"0.2"
"Central","Technology","Accessories","Home Office","791.88","128.6805",3,"0.2"
"Central","Office Supplies","Art","Consumer","23.64","5.319",3,"0.2"
"Central","Office Supplies","Storage","Consumer","84.784","-16.9568",2,"0.2"
"Central","Furniture","Furnishings","Consumer","64.96","-84.448",5,"0.6"
"Central","Office Supplies","Binders","Consumer","32.06","-51.296",10,"0.8"
"Central","Office Supplies","Storage","Consumer","177.648","-28.8678",2,"0.2"
"Central","Technology","Machines","Consumer","287.91","33.5895",3,"0.4"
"Central","Office Supplies","Supplies","Corporate","22.368","1.6776",2,"0.2"
"Central","Office Supplies","Paper","Corporate","32.368","11.7334",7,"0.2"
"Central","Technology","Accessories","Corporate","207.984","36.3972",2,"0.2"
"South","Office Supplies","Envelopes","Home Office","36.4","17.472",5,"0.0"
"South","Technology","Accessories","Home Office","22.96","4.3624",2,"0.0"
"South","Office Supplies","Storage","Home Office","315.2","6.304",4,"0.0"
"South","Office Supplies","Binders","Home Office","15.18","7.1346",3,"0.0"
"West","Technology","Phones","Corporate","623.96","38.9975",5,"0.2"
"East","Technology","Phones","Consumer","429.6","-93.08",2,"0.4"
"East","Furniture","Furnishings","Consumer","31.968","6.3936",2,"0.2"
"East","Furniture","Chairs","Consumer","887.271","-63.3765",3,"0.3"
"East","Office Supplies","Paper","Consumer","21.696","7.0512",4,"0.2"
"West","Office Supplies","Labels","Home Office","22.05","10.584",7,"0.0"
"West","Office Supplies","Paper","Home Office","99.9","46.953",5,"0.0"
"West","Office Supplies","Appliances","Corporate","90.86","26.3494",7,"0.0"
"West","Office Supplies","Paper","Consumer","7.78","3.501",1,"0.0"
"East","Office Supplies","Binders","Consumer","78.759","-57.7566",9,"0.7"
"Central","Furniture","Furnishings","Home Office","9.552","-3.8208",3,"0.6"
"Central","Furniture","Furnishings","Home Office","5.344","-2.1376",4,"0.6"
"West","Office Supplies","Art","Home Office","8.28","3.4776",2,"0.0"
"Central","Office Supplies","Storage","Consumer","50.136","-11.2806",3,"0.2"
"West","Office Supplies","Binders","Corporate","88.074","-58.716",7,"0.7"
"East","Furniture","Bookcases","Consumer","301.47","-241.176",3,"0.5"
"East","Office Supplies","Art","Consumer","18.656","1.6324",2,"0.2"
"East","Furniture","Furnishings","Corporate","27.46","9.8856",2,"0.0"
"East","Office Supplies","Appliances","Corporate","125.13","36.2877",3,"0.0"
"West","Technology","Phones","Home Office","555.96","41.697",5,"0.2"
"South","Office Supplies","Storage","Corporate","129.552","-22.6716",3,"0.2"
